,a,b
matplotlib__matplotlib-22865,1.3030360771040586,0.6622028350830078
matplotlib__matplotlib-22871,1.6026218024263115,0.6136114001274109
matplotlib__matplotlib-23299,0.6733713149884791,4.728570461273193
matplotlib__matplotlib-23314,1.0590497155248335,-1.4228962659835815
matplotlib__matplotlib-23412,1.2557266630033639,-1.7480634450912476
matplotlib__matplotlib-23476,0.8575114336691977,4.814815998077393
matplotlib__matplotlib-24026,0.6371718753030566,-1.8383824825286865
matplotlib__matplotlib-24149,1.0739370420971857,-1.6195482015609741
matplotlib__matplotlib-24177,2.2515524080108347,2.3315136432647705
matplotlib__matplotlib-24570,0.4674638234553722,-1.6993211507797241
matplotlib__matplotlib-24627,0.9869769104809487,-0.42087751626968384
matplotlib__matplotlib-24637,1.0046355144600672,-0.5509483814239502
matplotlib__matplotlib-24870,2.179148968488681,3.410752534866333
matplotlib__matplotlib-24970,1.5117475074008127,-1.8125689029693604
matplotlib__matplotlib-25122,1.029278572691272,-2.45363712310791
matplotlib__matplotlib-25287,1.1334525123796024,-2.0160868167877197
matplotlib__matplotlib-25311,1.4287657464355206,0.03985980525612831
matplotlib__matplotlib-25332,1.219838900360107,-0.07192648202180862
matplotlib__matplotlib-25479,1.734475005710884,4.974774360656738
matplotlib__matplotlib-25775,0.6711528846411066,0.10560792684555054
matplotlib__matplotlib-25960,1.2101883280162165,3.038088083267212
matplotlib__matplotlib-26113,1.2018457844232355,-2.3770270347595215
matplotlib__matplotlib-26208,1.4677563925388255,3.871497869491577
matplotlib__matplotlib-26291,0.8361400084086434,0.09550760686397552
matplotlib__matplotlib-26342,1.5007154084768417,-1.4278208017349243
matplotlib__matplotlib-26466,2.1780298863195933,4.760356426239014
mwaskom__seaborn-3069,1.585438550456055,0.9474637508392334
mwaskom__seaborn-3187,1.4079612847813139,2.9975039958953857
pallets__flask-5014,1.113053276872961,-3.057755947113037
psf__requests-1142,0.6167028475930278,-0.15020114183425903
psf__requests-1724,0.30950084357657215,-0.9297981262207031
psf__requests-1766,0.3600423096450623,-2.163357734680176
psf__requests-1921,0.38903011099605844,-0.2606253921985626
psf__requests-2317,0.3473003016523296,-0.8692750334739685
psf__requests-2931,0.7084588569572248,1.5051794052124023
psf__requests-5414,1.2029661138293148,-0.05290812999010086
psf__requests-6028,1.4679475599269987,3.474031448364258
pydata__xarray-2905,1.002050598558311,-0.521215558052063
pydata__xarray-3095,1.91073024193979,-0.19133353233337402
pydata__xarray-3151,2.59725799115981,-1.3531627655029297
pydata__xarray-3305,1.0030834826430206,-1.2943402528762817
pydata__xarray-3677,2.1769916980709096,-2.1184020042419434
pydata__xarray-3993,1.5183699801680386,0.4874577820301056
pydata__xarray-4075,1.6579724590578233,-3.118783473968506
pydata__xarray-4094,1.3477696240160835,-0.007817601785063744
pydata__xarray-4356,1.323622849449679,-2.3598697185516357
pydata__xarray-4629,2.169537000735449,-3.211240768432617
pydata__xarray-4687,1.1793539363458272,1.5089433193206787
pydata__xarray-4695,1.4800290417057664,0.3817564845085144
pydata__xarray-4966,1.7713981994088104,-1.9268224239349365
pydata__xarray-6461,0.9113571734939909,-1.5245323181152344
pydata__xarray-6599,0.3807473655154665,1.9179168939590454
pydata__xarray-6721,0.693804229034075,0.11853452026844025
pydata__xarray-6744,0.9855577523934925,-0.13470938801765442
pydata__xarray-6938,1.5652766302312573,2.4201972484588623
pydata__xarray-6992,1.8546216786416645,4.8944292068481445
pydata__xarray-7229,1.900783697502019,5.023420333862305
pydata__xarray-7233,1.4403331234314332,-1.9129343032836914
pydata__xarray-7393,1.0693088325202798,0.0969088226556778
pylint-dev__pylint-4551,1.6535376967170008,5.03837776184082
pylint-dev__pylint-4604,2.1502392272187323,4.424875736236572
pylint-dev__pylint-4661,1.842884705201205,4.975771427154541
pylint-dev__pylint-4970,0.47032636591326327,3.095021963119507
pylint-dev__pylint-6386,1.2099497721455534,1.3604694604873657
pylint-dev__pylint-6528,0.9450001411605161,0.6582832336425781
pylint-dev__pylint-6903,1.6469961832894182,-3.5983457565307617
pylint-dev__pylint-7080,0.4830857157164492,2.6805856227874756
pylint-dev__pylint-7277,0.4768509016534643,-3.172370433807373
pylint-dev__pylint-8898,0.6131182652682267,4.361062049865723
pytest-dev__pytest-10051,1.36437793382036,0.9653427004814148
pytest-dev__pytest-10081,1.6514744795222525,-0.9797985553741455
pytest-dev__pytest-10356,2.157604595802725,5.013463497161865
pytest-dev__pytest-5262,1.5244069783819107,-1.155582308769226
pytest-dev__pytest-5631,1.8164707248588232,-1.3292361497879028
pytest-dev__pytest-5787,2.142160485222492,1.2665199041366577
pytest-dev__pytest-5809,1.195028257602954,-3.5786397457122803
pytest-dev__pytest-5840,1.6894866607054404,3.788839340209961
pytest-dev__pytest-6197,2.19679470306943,1.599859595298767
pytest-dev__pytest-6202,1.4921557912420373,-3.4522674083709717
pytest-dev__pytest-7205,0.38657988512707053,-1.626098871231079
pytest-dev__pytest-7236,1.432122090792289,-0.6637136936187744
pytest-dev__pytest-7324,2.1104472731511015,1.0505508184432983
pytest-dev__pytest-7432,1.3040664263735275,-0.985832691192627
pytest-dev__pytest-7490,1.2412865800398665,-0.04583674296736717
pytest-dev__pytest-7521,1.603580717315036,-0.6776394248008728
pytest-dev__pytest-7571,1.9907573151233597,-1.5211089849472046
pytest-dev__pytest-7982,1.0788929327980334,-3.046661138534546
pytest-dev__pytest-8399,1.2513905811652561,-3.2114133834838867
scikit-learn__scikit-learn-10297,1.4257494212188795,-2.705587863922119
scikit-learn__scikit-learn-10844,1.7228971127143922,-3.6809844970703125
scikit-learn__scikit-learn-10908,1.4402596372403214,-0.1867331564426422
scikit-learn__scikit-learn-11310,2.1735252291421423,-1.7535253763198853
scikit-learn__scikit-learn-11578,1.0851208566582975,-3.4914767742156982
scikit-learn__scikit-learn-12585,1.2773766087155771,-3.824810028076172
scikit-learn__scikit-learn-12682,1.7009446602701277,-0.1056232899427414
scikit-learn__scikit-learn-12973,0.8908793093970045,-1.103487491607666
scikit-learn__scikit-learn-13124,0.8151871686776805,0.22357532382011414
scikit-learn__scikit-learn-13135,1.5925607681906109,-1.6706191301345825
scikit-learn__scikit-learn-13142,2.5821974565371755,-1.3498988151550293
scikit-learn__scikit-learn-13328,1.3056383420207747,-2.744403839111328
scikit-learn__scikit-learn-13439,1.3196212888945122,-3.119441270828247
scikit-learn__scikit-learn-13496,1.7415023801174478,-2.0335988998413086
scikit-learn__scikit-learn-13779,1.1078417807673877,-2.5505425930023193
scikit-learn__scikit-learn-14053,1.718395207228332,-1.9221131801605225
scikit-learn__scikit-learn-14087,1.0654015922177562,0.10583961009979248
scikit-learn__scikit-learn-14141,1.39458469275298,-3.279820203781128
scikit-learn__scikit-learn-14496,1.4844035390207648,-3.7177371978759766
scikit-learn__scikit-learn-14629,1.106391740317955,2.4721322059631348
scikit-learn__scikit-learn-14710,0.6593212136183866,-2.0899789333343506
scikit-learn__scikit-learn-14894,1.9753860363091684,-2.842709541320801
scikit-learn__scikit-learn-14983,1.7322016624317798,0.8060011267662048
scikit-learn__scikit-learn-15100,1.0311990593731155,-2.7288315296173096
scikit-learn__scikit-learn-25102,0.41976405633609737,1.7779958248138428
scikit-learn__scikit-learn-25232,0.8824905641971732,-1.1312216520309448
scikit-learn__scikit-learn-25747,0.5426750249889044,3.8698391914367676
scikit-learn__scikit-learn-25931,1.238589933033419,-1.1476718187332153
scikit-learn__scikit-learn-25973,1.7919803210428271,-0.9108588099479675
scikit-learn__scikit-learn-26194,0.7991072184750763,5.399914264678955
scikit-learn__scikit-learn-26323,1.5350679566304843,-1.509765386581421
scikit-learn__scikit-learn-9288,1.6133713451441678,-1.1826810836791992
sphinx-doc__sphinx-10323,0.947341614151571,0.37023597955703735
sphinx-doc__sphinx-10435,1.3100828784086274,3.51106595993042
sphinx-doc__sphinx-10449,1.4384576954997674,-0.03807035833597183
sphinx-doc__sphinx-10466,1.1717174587533408,-1.5941146612167358
sphinx-doc__sphinx-10614,0.8278877620554305,5.075214862823486
sphinx-doc__sphinx-10673,1.2501391056532627,-0.2599305808544159
sphinx-doc__sphinx-11445,1.5469856945643234,0.45870018005371094
sphinx-doc__sphinx-11510,1.9453648824140477,4.816747188568115
sphinx-doc__sphinx-7440,1.1377949241138974,-1.0273241996765137
sphinx-doc__sphinx-7454,1.1231362330986447,0.30375900864601135
sphinx-doc__sphinx-7462,1.8328032830805854,4.947573661804199
sphinx-doc__sphinx-7590,1.629702833845035,4.051646709442139
sphinx-doc__sphinx-7748,1.8863615592926273,4.966050624847412
sphinx-doc__sphinx-7757,1.9835541686586577,0.0607377327978611
sphinx-doc__sphinx-7889,1.2540988767486556,-0.94533771276474
sphinx-doc__sphinx-7910,1.1645506807270083,-0.6229867935180664
sphinx-doc__sphinx-7985,0.9690223290044147,4.247965335845947
sphinx-doc__sphinx-8035,1.7034403379554321,-0.24449707567691803
sphinx-doc__sphinx-8056,1.0664289924048604,2.4258384704589844
sphinx-doc__sphinx-8120,1.2628119225502434,-0.8654664158821106
sphinx-doc__sphinx-8265,1.8085176669061882,2.2847163677215576
sphinx-doc__sphinx-8269,0.9076536021200345,-0.8825265765190125
sphinx-doc__sphinx-8459,1.5762824802404671,-0.1319981813430786
sphinx-doc__sphinx-8475,0.884191336402151,-1.503589153289795
sphinx-doc__sphinx-8548,1.6121202024297883,2.322380542755127
sphinx-doc__sphinx-8551,1.7400060999628622,0.6197284460067749
sphinx-doc__sphinx-8593,2.6920897800081645,0.18040034174919128
sphinx-doc__sphinx-8595,0.45157907408405956,-2.2241547107696533
sphinx-doc__sphinx-8621,1.4030248699914702,0.6588344573974609
sphinx-doc__sphinx-8638,1.49193145843041,2.5185561180114746
sphinx-doc__sphinx-8721,1.0470837531636963,-2.3792076110839844
sphinx-doc__sphinx-9229,1.7948610662082203,4.168725967407227
sphinx-doc__sphinx-9230,2.2333193350092393,0.8939284086227417
sphinx-doc__sphinx-9258,1.4939355066534044,1.2169535160064697
sphinx-doc__sphinx-9281,1.541434779394877,-0.669135332107544
sphinx-doc__sphinx-9320,1.2804883668202558,-2.338944911956787
sphinx-doc__sphinx-9367,1.6041356123956645,-2.3388102054595947
sphinx-doc__sphinx-9461,1.93063187339368,4.722350597381592
sphinx-doc__sphinx-9591,0.9960481761211609,1.282322645187378
sphinx-doc__sphinx-9602,1.870268499381779,2.7158756256103516
sphinx-doc__sphinx-9658,1.621730139201362,0.9669618606567383
sphinx-doc__sphinx-9673,1.9063263632869707,-0.2833336591720581
sphinx-doc__sphinx-9698,1.2584373857827276,-1.826796293258667
sphinx-doc__sphinx-9711,0.7167842256675713,-1.8324792385101318
sympy__sympy-11618,1.6613244555308093,-1.6611164808273315
sympy__sympy-12096,1.920301856104917,-2.563204050064087
sympy__sympy-12419,2.7325541144524514,-0.03900064527988434
sympy__sympy-12481,1.163628448120819,-0.9437111020088196
sympy__sympy-12489,2.1813515424101713,1.9788589477539062
sympy__sympy-13031,0.8007868131842031,1.662265419960022
sympy__sympy-13091,2.2759623048302577,1.7053664922714233
sympy__sympy-13372,1.5493234447855522,-1.7005091905593872
sympy__sympy-13480,1.4938616007205423,-3.0505659580230713
sympy__sympy-13551,1.4816777131512109,0.7231922149658203
sympy__sympy-13615,1.946522319417961,0.8769745230674744
sympy__sympy-13647,1.8453831625081185,-1.8125884532928467
sympy__sympy-13757,1.905469362147206,0.12152993679046631
sympy__sympy-13798,0.7204231918719721,3.804324150085449
sympy__sympy-13852,1.6241428920154672,5.017429828643799
sympy__sympy-13877,0.4734537213775356,2.447047472000122
sympy__sympy-13878,1.4006579306355462,0.16082526743412018
sympy__sympy-13974,0.6082370278951,3.243272304534912
sympy__sympy-14248,1.1672909959744144,3.497650384902954
sympy__sympy-14531,1.02094217144437,-0.6557460427284241
sympy__sympy-14711,1.1233375856350771,-2.1993675231933594
sympy__sympy-14976,0.7327880224797909,0.3033296763896942
sympy__sympy-15017,0.6862459599035193,0.39070039987564087
sympy__sympy-15345,1.676538918222221,0.22986742854118347
sympy__sympy-15349,1.2629714662398943,-1.2519770860671997
sympy__sympy-15599,1.2689139600560426,1.6640111207962036
sympy__sympy-15809,0.8213749166705278,-0.74090576171875
sympy__sympy-15875,0.7859851475866088,-0.13259541988372803
sympy__sympy-15976,1.5054284245093998,1.6826890707015991
sympy__sympy-16450,0.9352649355899842,-2.0069055557250977
sympy__sympy-16597,1.82695335898351,4.859901428222656
sympy__sympy-16766,1.0302761028585024,-2.882335662841797
sympy__sympy-16792,1.7306597317362806,-0.22148102521896362
sympy__sympy-16886,1.7120449844417036,-2.726309299468994
sympy__sympy-17139,1.2836279612476231,-0.8673499226570129
sympy__sympy-17318,0.5761184670411759,4.746837615966797
sympy__sympy-17630,1.6323244082076869,4.039923191070557
sympy__sympy-17655,1.1594538781260373,-0.9825332760810852
sympy__sympy-18189,1.893197538873148,-1.1604984998703003
sympy__sympy-18199,1.6815069651293804,4.138503074645996
sympy__sympy-18211,1.1672247267487785,0.29717522859573364
sympy__sympy-18698,1.0886948665194045,1.4327600002288818
sympy__sympy-18763,0.1935085841580313,1.3268169164657593
sympy__sympy-19040,1.053131333993352,1.96809983253479
sympy__sympy-19346,1.8405101901462604,-1.4912481307983398
sympy__sympy-19495,0.5739642772177791,-0.22438541054725647
sympy__sympy-19637,1.5289882372774493,-2.6297998428344727
sympy__sympy-19783,1.4472418072284077,0.09019891917705536
sympy__sympy-19954,1.9600563357912262,-1.5622683763504028
sympy__sympy-20154,1.3381056739841777,-1.7817057371139526
sympy__sympy-20428,2.361158472210897,4.993052005767822
sympy__sympy-20438,1.7807847589331744,4.971869468688965
sympy__sympy-20590,1.4745563464435092,-0.021621262654662132
sympy__sympy-20801,2.0358880981908243,-0.8481906056404114
sympy__sympy-20916,1.0936565395056839,3.879666328430176
sympy__sympy-21379,0.7457277552026779,1.0752593278884888
sympy__sympy-21596,1.5469019262888581,4.159442901611328
sympy__sympy-21612,1.1106344752859336,3.8170831203460693
sympy__sympy-21847,1.8894913328032212,-1.9242314100265503
sympy__sympy-21930,2.0130242391371533,4.798566818237305
sympy__sympy-22080,1.6891101806762854,3.447767972946167
sympy__sympy-22456,1.2277821225244236,-1.2626301050186157
sympy__sympy-22714,1.944238611330424,-1.536673665046692
sympy__sympy-22914,1.3597041770647154,-2.8294689655303955
sympy__sympy-23262,1.2157854318017989,-0.7673487663269043
sympy__sympy-23413,1.8099206374580592,2.015150547027588
sympy__sympy-23534,1.5252829099277156,-1.3691847324371338
sympy__sympy-23824,1.370305944234471,-1.7929993867874146
