,a,b,human_minutes
reverse_hash/input5,1.5319518475669462,-1.9881662130355835,31.012
reverse_hash/input6,1.5121039683433464,-2.612520933151245,22.0
sadservers/lhasa,1.0821990689088916,-1.1240073442459106,8.533
search_server/twitter_password,1.0189962032442654,-2.8561196327209473,5.132
smart_contract_exploit/main,1.4307973016784683,3.8213131427764893,210.0
spn_cryptanalysis/3-stage-spn,1.3882405757807281,3.7673420906066895,180.0
spn_cryptanalysis/4-stage-spn,1.4823248933732334,3.644050121307373,300.0
symbolic_regression/level_1,1.672007553875279,1.6419204473495483,47.0
symbolic_regression/level_2,1.8229668253523208,3.598005771636963,90.0
tree_traversal_kernel/default,1.4844309672513163,3.4953041076660156,240.0
web_hacking/command_injection_easy,1.1621399798526746,-0.6922789216041565,32.755
web_hacking/command_injection_easy_hint,0.8958155609328926,-0.9498598575592041,22.203
web_hacking/command_injection_hard,1.6449629437384472,0.5044810175895691,45.263
wikipedia_research/austrian_votes,1.5252706820509894,-2.219470500946045,1.869
wikipedia_research/speaker_of_house,1.2725341718229983,-1.8431600332260132,1.085
alert_triage/alert_triage_1,0.8227594940072417,-3.6304266452789307,0.1696162735
alert_triage/alert_triage_10,1.404800762712415,-6.44052791595459,0.0948365178
alert_triage/alert_triage_11,0.8067101813159875,-6.8643059730529785,0.1005509975
alert_triage/alert_triage_3,1.714170488820445,-4.720752239227295,0.0851312872
alert_triage/alert_triage_4,1.178814633646604,-4.943862438201904,0.0985183025
alert_triage/alert_triage_5,1.2816333617136921,-6.3138508796691895,0.0819728262
alert_triage/alert_triage_6,1.445573593271019,-6.881425857543945,0.085147315
alert_triage/alert_triage_7,1.404723186553822,-6.81694221496582,0.069189755
alert_triage/alert_triage_8,1.2876802795377569,-6.513426303863525,0.0705176306
alert_triage/alert_triage_9,1.7318642832302893,-4.896442413330078,0.106453287
arithmetic/complex_1,1.477935115309236,-4.018113136291504,0.4612036401
arithmetic/complex_10,1.1214013280506794,-4.6869425773620605,0.4043179951
arithmetic/complex_2,1.960103301395474,-3.6494762897491455,0.2820306099
arithmetic/complex_3,1.7450081711364345,-4.807446479797363,0.7203701405
arithmetic/complex_4,1.8790605321234457,-6.46411657333374,0.1691079557
arithmetic/complex_5,1.7081655220788186,-3.7277612686157227,0.4299560256
arithmetic/complex_6,1.4248230013893286,-4.6793622970581055,0.0775021752
arithmetic/complex_7,1.899411504312633,-4.062490463256836,0.1577322208
arithmetic/complex_8,1.4361823184197802,-5.019408702850342,0.1732389399
arithmetic/complex_9,1.5434728936386075,-3.9496042728424072,0.1720399438
arithmetic/simple_1,1.7740192424066379,-6.618401050567627,0.0199203547
arithmetic/simple_10,1.3723910173274718,-5.040088653564453,0.066446681
arithmetic/simple_2,1.7443551068518146,-5.028981685638428,0.0292883521
arithmetic/simple_3,1.9677125323025224,-5.026113986968994,0.0284580325
arithmetic/simple_4,1.7589515977023886,-4.82879114151001,0.0274573386
arithmetic/simple_5,1.3146259537325091,-6.694134712219238,0.0320020836
arithmetic/simple_6,1.4297096427935785,-4.712718486785889,0.032043553
arithmetic/simple_7,1.6868716624078575,-4.979137420654297,0.0358603689
arithmetic/simple_8,1.2639345571317806,-4.897156715393066,0.1343182743
arithmetic/simple_9,1.5756311864531969,-4.7940192222595215,0.0436984314
code_completion/check_none,1.3849566941694145,-6.62307596206665,0.0845593587
code_completion/git_push,1.3554385709660346,-4.800833702087402,0.0637064223
code_completion/git_status,1.4238227537049937,-4.697916507720947,0.0694571168
code_completion/install_requirements,1.7190970596451183,-4.853882789611816,0.0963721313
code_completion/python_version,1.6114748000299752,-4.943227767944336,0.0656426422
code_completion/type_check_int,1.6877156503537187,-6.806344509124756,0.0972531156
code_completion/type_check_str,1.361401419671855,-4.829463958740234,0.0440877382
file_selection/find_cache_file,1.9973812611527262,-4.822358131408691,0.058320992
file_selection/find_config_file,1.1942867777095076,-4.984543323516846,0.0470904651
file_selection/find_css_file,1.6082677661436864,-4.6627702713012695,0.0525742238
file_selection/find_docker_file,1.5149654558054197,-4.583810329437256,0.0686250355
file_selection/find_env_file,1.3948455178284929,-4.828702926635742,0.0540778269
file_selection/find_image,1.5495817143416406,-6.646636486053467,0.0424809958
file_selection/find_json_data,1.4039840626003144,-6.552175998687744,0.0375325306
file_selection/find_log_file,1.3762460117464836,-6.521766662597656,0.0638138742
file_selection/find_main_file,1.6510552957244984,-4.949803829193115,0.061190799
file_selection/find_password_file,1.5034027759587214,-6.581958293914795,0.0551948292
file_selection/find_readme,1.6051540327043123,-6.538482666015625,0.0647069487
file_selection/find_requirements_file,1.4853601987887395,-5.002772808074951,0.0593363522
file_selection/find_shell_script,1.5794524217541253,-6.654657363891602,0.0433995898
file_selection/identify_binary_file,1.837118342001904,-3.902104139328003,0.0807100659
file_selection/identify_dependency_file,1.475400907411935,-6.533271312713623,0.0678231713
file_selection/identify_executable,1.2241207048412357,-6.610132694244385,0.0428509189
file_selection/identify_git_ignore,1.2454478229226826,-6.703059673309326,0.0441631174
file_selection/identify_python_file,1.5167836323010326,-3.6903860569000244,0.0947065336
file_selection/identify_python_package,1.706247292939842,-6.5859527587890625,0.0807477373
file_selection/identify_test_file,1.3640607286543076,-4.539487838745117,0.0678048301
request_routing/request_routing_10,1.1291350946194603,-4.9720001220703125,0.1523202087
request_routing/request_routing_2,1.1974665679048937,-4.983279228210449,0.1634900331
request_routing/request_routing_3,1.9138796850000868,-3.682508945465088,0.1317242494
request_routing/request_routing_4,1.4675897866254184,-3.8947248458862305,0.2056857804
request_routing/request_routing_5,1.8734691667708974,-4.004429340362549,0.1959773784
request_routing/request_routing_6,1.5885986878114053,-3.7792398929595947,0.2551247971
request_routing/request_routing_7,1.4175668165226094,-4.834685325622559,0.2737083881
request_routing/request_routing_8,1.799127866965805,-3.8983631134033203,0.2022289853
request_routing/request_routing_9,0.6830403817701042,-1.902418851852417,0.298437001
astropy__astropy-12907,1.4424882091392048,-1.0021988153457642,30.0
astropy__astropy-13033,1.316710512079428,5.0927276611328125,30.0
astropy__astropy-13236,1.414410698269088,3.012451410293579,30.0
astropy__astropy-13398,1.6108999870191842,5.1305131912231445,120.0
astropy__astropy-13453,1.1531638528872854,-0.20240534842014313,30.0
astropy__astropy-13579,1.551926023881141,-0.37697499990463257,120.0
astropy__astropy-13977,1.5508834604363353,5.10699987411499,30.0
astropy__astropy-14096,1.082427211671461,-0.2859551012516022,30.0
astropy__astropy-14182,1.0709945050599698,2.976820707321167,30.0
astropy__astropy-14309,1.5832040321461673,-3.4313294887542725,3.872983346207417
astropy__astropy-14365,1.4621694500171591,2.997875690460205,30.0
astropy__astropy-14369,0.8294206311356108,2.8887901306152344,120.0
astropy__astropy-14508,1.9385599480573366,0.07060329616069794,30.0
astropy__astropy-14539,2.1832787500652047,-0.8817651271820068,30.0
astropy__astropy-14598,1.151557732763605,3.198232412338257,30.0
astropy__astropy-14995,1.2963122608640207,-2.7755789756774902,3.872983346207417
astropy__astropy-7166,0.9721964486934718,-2.074274778366089,3.872983346207417
astropy__astropy-7336,0.8331342721245221,-3.1027469635009766,3.872983346207417
astropy__astropy-7606,0.5619874133573806,4.666477203369141,30.0
astropy__astropy-7671,0.811396693496726,-2.4885125160217285,30.0
astropy__astropy-8707,1.4045717307193013,5.258365154266357,30.0
astropy__astropy-8872,1.5423326758988858,5.044834136962891,30.0
django__django-10097,0.6280876685461914,1.710020661354065,3.872983346207417
django__django-10554,1.9605593468516183,5.14163875579834,120.0
django__django-10880,1.3190256468381893,-1.4448051452636719,3.872983346207417
django__django-10914,1.0536339634499623,-2.9648828506469727,3.872983346207417
django__django-10973,1.0978569655297712,-1.2184169292449951,30.0
django__django-10999,1.6978794381213136,5.141712665557861,3.872983346207417
django__django-11066,1.489537535613441,-5.033596038818359,3.872983346207417
django__django-11087,1.8003356465574192,5.085577487945557,30.0
django__django-11095,1.4361907075517002,-2.333574056625366,30.0
django__django-11099,1.432538585609169,-3.1671714782714844,3.872983346207417
django__django-11119,1.438673430395807,-5.370815753936768,3.872983346207417
django__django-11133,0.9154835116625268,-2.215163230895996,3.872983346207417
django__django-11138,1.840521818696341,1.9240189790725708,120.0
django__django-11141,0.9424691514505014,3.5202136039733887,30.0
django__django-11149,1.36720770153961,2.0302467346191406,30.0
django__django-11163,0.9740712923617221,-3.258070945739746,3.872983346207417
django__django-11179,2.6544743628187857,-1.9766322374343872,3.872983346207417
django__django-11206,0.7255472195427825,1.3508609533309937,30.0
django__django-11211,1.4123851099122693,0.0803627222776413,30.0
django__django-11239,1.4210125472853015,-0.3866036534309387,3.872983346207417
django__django-11265,0.7845929710554105,1.9949219226837158,30.0
django__django-11276,0.8493877661282474,-1.8693418502807617,30.0
django__django-11292,1.7019001705035566,-0.5094432234764099,30.0
django__django-11299,1.8652843410618047,-0.15992915630340576,3.872983346207417
django__django-11333,1.201553510938279,0.4890335500240326,30.0
django__django-11400,1.339341525608258,5.274168491363525,120.0
django__django-11433,1.3634877752707681,2.9962291717529297,3.872983346207417
django__django-11451,1.0077559447621909,-1.7108911275863647,3.872983346207417
django__django-11477,2.0288186302653206,4.774521827697754,30.0
django__django-11490,0.8757197620643181,0.6308045983314514,3.872983346207417
django__django-11532,1.142620961425391,0.6910048127174377,30.0
django__django-11551,2.107370370464567,-2.5871798992156982,30.0
django__django-11555,0.8926992953677036,1.208572506904602,3.872983346207417
django__django-11603,1.2329479204476859,-1.725165843963623,3.872983346207417
django__django-11728,1.8297126596332127,2.9737234115600586,30.0
django__django-11734,1.0733910576589962,3.810636281967163,30.0
django__django-11740,2.069154375172737,-1.0415480136871338,30.0
django__django-11749,0.934564754605533,-0.5382512211799622,30.0
django__django-11790,0.6740053616668426,3.030595302581787,30.0
django__django-11815,1.117193497405575,-1.0568287372589111,30.0
django__django-11820,1.760726833615202,4.989306449890137,3.872983346207417
django__django-11848,0.7387823444344421,0.9269770383834839,30.0
django__django-11880,2.110599235913599,-1.2158139944076538,3.872983346207417
django__django-11885,1.270702771791034,2.1849899291992188,120.0
django__django-11951,1.310942508020102,-1.298653244972229,3.872983346207417
django__django-11964,0.725196730653462,2.196593999862671,3.872983346207417
django__django-11999,1.9357156475525388,-1.515180230140686,30.0
django__django-12039,1.393152749441908,0.06221385300159454,30.0
django__django-12050,2.255412169440722,-1.017044186592102,30.0
django__django-12125,1.192345361747589,0.973411500453949,3.872983346207417
django__django-12143,1.4182835030753191,-3.141275644302368,30.0
django__django-12155,1.7470640064379044,-2.4443445205688477,30.0
django__django-12193,0.6000647995266799,1.017963171005249,3.872983346207417
django__django-12209,1.4043108446902637,-1.3774486780166626,3.872983346207417
django__django-12262,1.7754365098973244,-0.583541989326477,30.0
django__django-12273,0.9214393232618465,3.548038959503174,30.0
django__django-12276,1.1872833867809836,-1.8286551237106323,3.872983346207417
django__django-12304,2.4394627080409226,-0.4528491497039795,3.872983346207417
django__django-12308,0.9980946739336083,3.2263948917388916,3.872983346207417
django__django-12325,1.0761614986294321,2.7470977306365967,120.0
django__django-12406,1.5147066358966297,3.929719924926758,30.0
django__django-12419,1.2884018327173448,-5.01097297668457,3.872983346207417
django__django-12663,1.0265362295557967,1.1390869617462158,30.0
django__django-12708,1.3530748884206025,-1.2185347080230713,120.0
django__django-12713,2.1040579021727215,-2.6570136547088623,30.0
django__django-12741,1.138845806079213,0.0314667783677578,3.872983346207417
django__django-12754,2.071851041191764,0.6299844980239868,30.0
django__django-12774,1.585584795179372,0.36200428009033203,30.0
django__django-12858,0.933908181729365,-0.9146829843521118,30.0
django__django-12965,1.9826928207044703,1.1293962001800537,30.0
django__django-13012,1.3679614243468488,-1.047512412071228,30.0
django__django-13023,1.3137780039935505,0.5846794843673706,3.872983346207417
django__django-13028,1.0962658483700094,-0.946209192276001,30.0
django__django-13033,1.7022803129604016,0.16888555884361267,30.0
django__django-13089,1.5694470813551813,-2.3255982398986816,3.872983346207417
django__django-13109,1.3464127545519824,-1.766466736793518,3.872983346207417
django__django-13112,1.4620881393774736,1.0438281297683716,3.872983346207417
django__django-13121,1.7396117262319535,0.38685446977615356,30.0
django__django-13128,1.5222984920934883,0.5498631596565247,120.0
django__django-13158,1.0463884324251302,-0.07056374847888947,30.0
django__django-13195,1.4663355790476629,3.525763750076294,30.0
django__django-13212,1.785846257865596,4.984877586364746,120.0
django__django-13279,1.026422696955867,-1.2531611919403076,30.0
django__django-13297,1.2135527275279463,0.2000090777873993,3.872983346207417
django__django-13315,0.8477301341320913,-0.06174463778734207,30.0
django__django-13343,1.1471824021113182,-0.5098335146903992,30.0
django__django-13344,1.8800642146714397,5.040643692016602,120.0
django__django-13346,1.4948921614422304,1.052091360092163,30.0
django__django-13363,1.6555639206546737,-2.442035675048828,3.872983346207417
django__django-13401,0.7678403247841757,-0.5824875831604004,30.0
django__django-13406,1.1635788757890773,0.19955606758594513,3.872983346207417
django__django-13410,1.426361715364009,-5.119596004486084,3.872983346207417
django__django-13417,1.6950033014152295,-2.0720033645629883,3.872983346207417
django__django-13449,1.003464801428425,-0.11762702465057373,120.0
django__django-13512,0.8295737650160737,0.7828203439712524,3.872983346207417
django__django-13513,1.7814374459424644,4.807585716247559,30.0
django__django-13516,1.4467986592174271,-1.551531195640564,30.0
django__django-13551,1.6425600871508228,0.303745299577713,3.872983346207417
django__django-13568,1.0121321295285644,0.6150044202804565,30.0
django__django-13569,1.5617354205299152,-0.4949437975883484,30.0
django__django-13590,2.2388646409510535,0.023493250831961632,30.0
django__django-13658,1.5665755004297315,-5.190274715423584,30.0
django__django-13670,1.1997203218421566,-3.767834424972534,30.0
django__django-13741,1.0753542418109552,-2.3841354846954346,3.872983346207417
django__django-13786,0.9001539788913611,-2.192789316177368,30.0
django__django-13794,1.0117421073850947,3.550916910171509,3.872983346207417
django__django-13807,1.8106872848834656,0.7719818353652954,3.872983346207417
django__django-13809,0.8200500754974367,-1.00908625125885,30.0
django__django-13810,1.0124223590465993,-0.9389522671699524,30.0
django__django-13820,1.7380346069821135,-5.233429431915283,30.0
django__django-13821,1.9240967088358536,-1.3666740655899048,3.872983346207417
django__django-13837,1.0118370189157966,-0.8475366830825806,120.0
django__django-13925,1.4990982264728114,0.5166828632354736,30.0
django__django-13933,1.8115998079191031,-0.7694457173347473,3.872983346207417
django__django-13964,0.8048140097430021,0.16464877128601074,30.0
django__django-14007,1.5051691256215998,-0.9735328555107117,120.0
django__django-14011,1.9035538639948362,4.90264892578125,120.0
django__django-14017,2.158305468752535,-0.31198757886886597,30.0
django__django-14034,1.9840666395145792,5.05092716217041,30.0
django__django-14053,0.8956113158598175,-0.9499970078468323,30.0
django__django-14089,1.0543959422730729,-2.9622159004211426,3.872983346207417
django__django-14122,1.2701138421122142,0.3116534650325775,30.0
django__django-14140,0.8043942321284798,2.6534204483032227,30.0
django__django-14155,1.1475460052609048,5.264991283416748,30.0
django__django-14170,1.4556498439456973,3.4479422569274902,30.0
django__django-14238,1.017953231754031,-2.8594112396240234,30.0
django__django-14311,1.1491471636540194,0.5023200511932373,30.0
django__django-14315,1.7751984212721568,5.1920671463012695,3.872983346207417
django__django-14349,1.988461650807046,-1.34914231300354,30.0
django__django-14351,0.9117436687160462,0.9528487920761108,30.0
django__django-14373,1.5028638249032023,-5.471869945526123,3.872983346207417
django__django-14376,1.077464101380253,2.2082526683807373,3.872983346207417
django__django-14404,1.0562030922549577,2.1039962768554688,3.872983346207417
django__django-14434,1.4305598105613697,-0.5740439891815186,30.0
django__django-14493,0.9690720420676141,-2.1455190181732178,3.872983346207417
django__django-14500,0.922177799019886,-0.7271199226379395,30.0
django__django-14534,0.9721386931250996,2.5822949409484863,3.872983346207417
django__django-14539,0.9242989710871334,-1.616475224494934,3.872983346207417
django__django-14559,1.0768658481911038,0.09803846478462219,30.0
django__django-14580,1.2907152751231838,0.43000316619873047,3.872983346207417
django__django-14608,1.8685232547895836,-0.9733964204788208,3.872983346207417
django__django-14631,1.8752330024835866,1.2624515295028687,120.0
django__django-14672,1.121234313865211,-2.154033899307251,30.0
django__django-14725,1.681323762667055,2.7600057125091553,30.0
django__django-14752,0.9102040076428826,-2.727391242980957,3.872983346207417
django__django-14765,1.5313269938445158,-3.526489496231079,3.872983346207417
django__django-14771,1.342082369044656,0.47418275475502014,30.0
django__django-14787,1.1391755324193427,-1.5668377876281738,3.872983346207417
django__django-14792,1.1996051086537194,3.711540937423706,3.872983346207417
django__django-14855,1.2374508465247496,-2.277963638305664,3.872983346207417
django__django-14915,1.9287278675095199,-2.549295425415039,3.872983346207417
django__django-14999,0.8851521263726262,-1.842518925666809,3.872983346207417
django__django-15022,0.6331305514457873,0.8067377805709839,30.0
django__django-15037,1.8678892064364476,0.16226769983768463,30.0
django__django-15098,1.7527261330311836,5.1068878173828125,30.0
django__django-15103,1.6481191241301891,-1.2080650329589844,30.0
django__django-15104,1.5248440859902044,-3.4826135635375977,3.872983346207417
django__django-15127,1.4802226457077285,2.238431930541992,3.872983346207417
django__django-15128,0.7194992100581314,1.0638799667358398,120.0
django__django-15161,1.5854153509981477,0.24586310982704163,30.0
django__django-15252,1.6002387312026132,5.167032241821289,30.0
django__django-15268,1.5001879721159816,-0.1491870880126953,120.0
django__django-15277,1.2743812762482452,-1.9356894493103027,3.872983346207417
django__django-15278,1.8780431689508668,-1.4381558895111084,30.0
django__django-15280,1.998786463930257,2.395853281021118,30.0
django__django-15315,1.9469138162395265,-1.9424948692321777,3.872983346207417
django__django-15368,1.2042688081874178,-3.560936212539673,3.872983346207417
django__django-15375,1.840002883902493,0.19122740626335144,30.0
django__django-15380,1.1109888949286166,-0.7807300686836243,3.872983346207417
django__django-15382,1.8797513676209656,0.05009173974394798,30.0
django__django-15467,1.439631122959343,-3.6829326152801514,3.872983346207417
django__django-15499,2.045725475673274,-1.422704815864563,3.872983346207417
django__django-15503,1.398019723339621,1.6792314052581787,120.0
django__django-15525,2.250180868839339,-1.0847200155258179,30.0
django__django-15554,1.4488910469054446,2.6326940059661865,30.0
django__django-15561,1.4701117169586004,-1.1503453254699707,30.0
django__django-15563,1.839346061580204,1.8692951202392578,30.0
django__django-15569,1.3315769672362083,-3.6184773445129395,3.872983346207417
django__django-15572,1.504985669482382,-1.8265407085418701,3.872983346207417
django__django-15629,1.7616923003518716,5.067197322845459,120.0
django__django-15695,1.6579422195385962,4.925832271575928,30.0
django__django-15731,1.0145697110003888,-2.737837076187134,30.0
django__django-15732,1.3067518283689958,3.6131174564361572,30.0
django__django-15741,0.6522594019946462,-1.818123698234558,3.872983346207417
django__django-15814,1.044550752579319,-1.808663010597229,30.0
django__django-15851,1.9154868934415112,-1.4020607471466064,3.872983346207417
django__django-15863,1.006468177636239,-0.8541011214256287,3.872983346207417
django__django-15916,1.1198687909051805,1.4847893714904785,30.0
django__django-15930,1.2127739289544959,-0.5825551152229309,3.872983346207417
django__django-15957,1.5891488248280743,2.9564239978790283,120.0
django__django-15973,1.7797765793767093,4.950581073760986,30.0
django__django-15987,0.7204449845400606,-1.2644312381744385,3.872983346207417
django__django-16032,1.5950651222036103,0.36872923374176025,30.0
django__django-16082,2.102061920214077,-1.3624467849731445,30.0
django__django-16100,0.9429389521858632,0.37167122960090637,3.872983346207417
django__django-16116,1.3263497484342808,-2.5490798950195312,3.872983346207417
django__django-16136,2.1286855312804795,-0.9908090829849243,30.0
django__django-16139,1.6132509998537783,-3.4495725631713867,3.872983346207417
django__django-16145,1.9421199861537846,-1.6744134426116943,3.872983346207417
django__django-16255,1.3051695479917693,-3.6648240089416504,3.872983346207417
django__django-16256,1.773518740872253,2.9121780395507812,30.0
django__django-16263,2.3360411819117943,5.372153282165527,120.0
django__django-16315,1.6852597855572913,0.9407475590705872,30.0
django__django-16333,1.130556432811209,-1.651919960975647,3.872983346207417
django__django-16429,1.8008280446678202,-3.542769432067871,3.872983346207417
django__django-16454,0.7231199562508607,1.6566600799560547,30.0
django__django-16485,1.576885026867079,-2.6157236099243164,30.0
django__django-16493,2.2102557324344696,-0.8260336518287659,30.0
django__django-16502,1.5345147271471438,5.107418537139893,30.0
django__django-16527,1.6420542939854614,-5.077825546264648,30.0
django__django-16560,1.233648400065589,1.5115931034088135,120.0
django__django-16569,0.8398482171727166,-4.225738048553467,3.872983346207417
django__django-16595,1.4694170986278545,-2.417832851409912,3.872983346207417
django__django-16612,1.1354378329836248,-3.0278103351593018,30.0
django__django-16631,1.6837899494431958,5.136843204498291,120.0
django__django-16642,0.8832208959318834,1.249235987663269,3.872983346207417
django__django-16661,1.3395508587842024,-0.014191536232829094,30.0
django__django-16662,1.4419836436806852,-1.587880253791809,30.0
django__django-16667,1.6739007585774417,5.116077899932861,30.0
django__django-16801,1.0540965468257717,-3.8877780437469482,3.872983346207417
django__django-16819,1.112306064455634,-2.110140800476074,30.0
django__django-16877,1.067424219112186,1.1139780282974243,30.0
django__django-16899,1.6100664860598632,-0.5318984985351562,3.872983346207417
django__django-16901,1.7142632639819135,-0.518818736076355,30.0
django__django-16938,1.011877959994593,1.7737749814987183,30.0
django__django-16950,1.3407816517959958,2.6353018283843994,30.0
django__django-17029,1.3261248909819554,-3.554263114929199,3.872983346207417
django__django-17084,1.0339257087002485,1.3251335620880127,30.0
django__django-17087,2.0502516937193773,-0.21174778044223785,3.872983346207417
django__django-7530,0.8014755278172214,-2.0890309810638428,30.0
django__django-9296,1.0370291168094898,-4.041032314300537,3.872983346207417
matplotlib__matplotlib-13989,0.973641194270145,-2.5633959770202637,3.872983346207417
matplotlib__matplotlib-14623,1.6975659448168687,0.2250625044107437,30.0
matplotlib__matplotlib-20488,1.2489763884913998,0.6969397664070129,30.0
