,a,b,human_minutes
django__django-11603,1.392082837356071,-3.02490496635437,3.872983346207417
django__django-11728,1.1254943521747212,2.8391525745391846,30.0
django__django-11734,1.834306544791496,3.289116859436035,30.0
django__django-11740,1.8410608716485235,-0.17764349281787872,30.0
django__django-11749,1.1931429017779258,-1.1097352504730225,30.0
django__django-11790,0.2075466264826322,5.434161186218262,30.0
django__django-11815,0.7873656564012321,-1.0171482563018799,30.0
django__django-11820,2.4304549235222104,3.579310655593872,3.872983346207417
django__django-11848,0.3316803502541401,2.414820909500122,30.0
django__django-11880,2.5860499485165604,-2.591512441635132,3.872983346207417
django__django-11885,1.8744136648495202,2.6294305324554443,120.0
django__django-11951,1.2037219327962272,-1.7117847204208374,3.872983346207417
django__django-11964,0.3893313701576196,2.496720790863037,3.872983346207417
django__django-11999,1.0927768607015755,-1.959800124168396,30.0
django__django-12039,1.2295685559493106,-0.23610538244247437,30.0
django__django-12050,1.8593325174294384,-1.8693779706954956,30.0
django__django-12125,0.9336633631957137,0.3356490433216095,3.872983346207417
django__django-12143,1.3013612170061835,-2.9843246936798096,30.0
django__django-12155,0.9619291376426772,-4.00105619430542,30.0
django__django-12193,0.31697731600971113,-0.08368346095085144,3.872983346207417
django__django-12209,1.2991865786874333,-1.8576751947402954,3.872983346207417
django__django-12262,1.341587055502841,-0.6506041884422302,30.0
django__django-12273,0.7519603138100188,3.1721785068511963,30.0
django__django-12276,1.2290314356383005,-2.1425468921661377,3.872983346207417
django__django-12304,2.046081800013061,-0.5907021164894104,3.872983346207417
django__django-12308,0.4508800633455905,3.649108648300171,3.872983346207417
django__django-12325,0.41050016340501183,4.415481090545654,120.0
django__django-12406,2.612789599820549,3.4975218772888184,30.0
django__django-12419,1.0416958341039566,-3.5860066413879395,3.872983346207417
django__django-12663,1.5627359573236084,0.4697772264480591,30.0
django__django-12708,1.9485758269792257,-0.7250988483428955,120.0
django__django-12713,1.26800755573074,-1.9523605108261108,30.0
django__django-12741,1.2441056820762593,-1.1402513980865479,3.872983346207417
django__django-12754,2.475539563803679,0.3698420226573944,30.0
django__django-12774,2.0109435651093035,0.14178234338760376,30.0
django__django-12858,1.4458193938399533,-0.8493203520774841,30.0
django__django-12965,2.3454493735818986,0.6923766136169434,30.0
django__django-13012,1.2442561135273484,-0.7966189384460449,30.0
django__django-13023,1.2267505686498135,0.4430910348892212,3.872983346207417
django__django-13028,1.4078059974752872,-1.486708641052246,30.0
django__django-13033,1.7628793621042915,-0.2655079960823059,30.0
django__django-13089,1.2929956468811377,-2.8545711040496826,3.872983346207417
django__django-13109,1.0687781329040051,-2.7087862491607666,3.872983346207417
django__django-13112,2.012444192372194,0.7145452499389648,3.872983346207417
django__django-13121,2.137153012930847,0.22619441151618958,30.0
django__django-13128,2.4007783089902004,0.324879914522171,120.0
django__django-13158,1.8458922822169506,-0.11696053296327591,30.0
django__django-13195,2.3136487455071664,3.464456558227539,30.0
django__django-13212,3.6417193230812477,4.412858009338379,120.0
django__django-13279,1.6297652946849737,-0.6752141118049622,30.0
django__django-13297,1.8031313737542767,0.44510674476623535,3.872983346207417
django__django-13315,1.0850695356859739,-0.7218417525291443,30.0
django__django-13343,1.1613553757800992,-0.9892800450325012,30.0
django__django-13344,2.052632763977854,3.2272214889526367,120.0
django__django-13346,2.0310459974409247,0.33771154284477234,30.0
django__django-13363,1.934281573411664,-2.1908273696899414,3.872983346207417
django__django-13401,1.0256139753039797,-0.9357182383537292,30.0
django__django-13406,1.1751847298078097,0.17663268744945526,3.872983346207417
django__django-13410,1.2520831609200402,-2.8696646690368652,3.872983346207417
django__django-13417,1.6711672375916526,-1.5597399473190308,3.872983346207417
django__django-13449,1.7504482745219927,-0.15430329740047455,120.0
django__django-13512,0.9642272599941998,0.9908515810966492,3.872983346207417
django__django-13513,3.5179063473571333,4.5429301261901855,30.0
django__django-13516,1.4261002671355718,-1.7214148044586182,30.0
django__django-13551,1.494927758321292,0.3664339780807495,3.872983346207417
django__django-13568,1.5113258196006656,0.7632086873054504,30.0
django__django-13569,1.1440451513976637,-0.8447753190994263,30.0
django__django-13590,1.212351882709331,-1.1763864755630493,30.0
django__django-13658,1.2233024763513682,-4.186111927032471,30.0
django__django-13670,1.693434424768705,-2.765590190887451,30.0
django__django-13741,1.125222079966595,-2.9403414726257324,3.872983346207417
django__django-13786,1.2494715444975228,-2.311995029449463,30.0
django__django-13794,0.5582501672606206,5.559015274047852,3.872983346207417
django__django-13807,1.547599042318896,0.9362475275993347,3.872983346207417
django__django-13809,0.6851155026970415,-1.7509652376174927,30.0
django__django-13810,0.8234494489604838,-1.186544418334961,30.0
django__django-13820,1.9203660686269939,-2.5379576683044434,30.0
django__django-13821,1.823178393372095,-1.9589183330535889,3.872983346207417
django__django-13837,1.5123992578758174,-1.3474262952804565,120.0
django__django-13925,0.7890178680577921,0.6404308676719666,30.0
django__django-13933,1.6459763308516588,-1.8054046630859375,3.872983346207417
django__django-13964,1.2393214295549249,0.11016649007797241,30.0
django__django-14007,1.4721591965505862,-0.5750108361244202,120.0
django__django-14011,3.323968755346883,4.376687526702881,120.0
django__django-14017,1.614637606055418,-0.4901294410228729,30.0
django__django-14034,3.261393040156749,4.5457353591918945,30.0
django__django-14053,0.6411781505969114,-1.7790260314941406,30.0
django__django-14089,1.004388124353578,-2.9809958934783936,3.872983346207417
django__django-14122,1.2257844304337144,-0.5001033544540405,30.0
django__django-14140,0.32619466174545936,3.409285545349121,30.0
django__django-14155,3.0208294744436093,4.642237186431885,30.0
django__django-14170,1.6459011819659801,3.552729845046997,30.0
django__django-14238,1.709751816935449,-1.6882696151733398,30.0
django__django-14311,1.6843829907894257,0.29008933901786804,30.0
django__django-14315,0.9500457531622581,4.676825046539307,3.872983346207417
django__django-14349,1.5850291369868201,-1.7269012928009033,30.0
django__django-14351,0.8949933853785356,0.8461859822273254,30.0
django__django-14373,3.0140558311010133,-3.654294490814209,3.872983346207417
django__django-14376,1.0642371138810764,1.8986271619796753,3.872983346207417
django__django-14404,1.1599814713214558,1.6252658367156982,3.872983346207417
django__django-14434,1.5645577961713344,-0.9838219285011292,30.0
django__django-14493,1.4837158312499632,-1.520924687385559,3.872983346207417
django__django-14500,0.8312465414796503,-1.2876496315002441,30.0
django__django-14534,1.068911227103855,3.3375067710876465,3.872983346207417
django__django-14539,1.2683752070614536,-1.5711634159088135,3.872983346207417
django__django-14559,0.8713391375912077,-1.1276918649673462,30.0
django__django-14580,1.431419954284548,-0.20567795634269714,3.872983346207417
django__django-14608,1.1933478603877739,-1.4492634534835815,3.872983346207417
django__django-14631,1.3382931167979335,0.949934184551239,120.0
django__django-14672,1.6431628470871205,-1.9215130805969238,30.0
django__django-14725,1.1875702956181884,3.117356777191162,30.0
django__django-14752,2.076848974687191,-2.67102313041687,3.872983346207417
django__django-14765,1.3332522123814654,-2.8354363441467285,3.872983346207417
django__django-14771,0.8964772328686467,0.27542582154273987,30.0
django__django-14787,1.7721227563596984,-1.2693525552749634,3.872983346207417
django__django-14792,1.4654319188579499,4.245112895965576,3.872983346207417
django__django-14855,1.1780979599609513,-3.350712776184082,3.872983346207417
django__django-14915,1.9425830788440852,-2.3601183891296387,3.872983346207417
django__django-14999,0.7520015272304245,-0.5223680138587952,3.872983346207417
django__django-15022,0.4513404711054476,-0.5169055461883545,30.0
django__django-15037,1.5061378665678282,0.07094552367925644,30.0
django__django-15098,2.2805419697435316,3.583564043045044,30.0
django__django-15103,1.4635186635773956,-1.1948750019073486,30.0
django__django-15104,2.128016473726785,-2.8038926124572754,3.872983346207417
django__django-15127,0.6779021174052793,2.5238678455352783,3.872983346207417
django__django-15128,0.7366193103052351,0.2326141595840454,120.0
django__django-15161,1.3871416117598938,0.1377606838941574,30.0
django__django-15252,2.5354201515240127,3.723910093307495,30.0
django__django-15268,1.5610558029297934,0.3384324610233307,120.0
django__django-15277,1.7062153593558436,-2.810312032699585,3.872983346207417
django__django-15278,2.5003928958945925,-1.2932237386703491,30.0
django__django-15280,2.4289111381744224,2.230853796005249,30.0
django__django-15315,1.1781584385833521,-2.3187031745910645,3.872983346207417
django__django-15368,1.7314074601004243,-2.8528332710266113,3.872983346207417
django__django-15375,2.546688959841548,0.27387550473213196,30.0
django__django-15380,1.248496497899396,-1.5200417041778564,3.872983346207417
django__django-15382,2.460470220019052,-0.5115856528282166,30.0
django__django-15467,1.8451844151233816,-3.0975022315979004,3.872983346207417
django__django-15499,1.523404240182279,-1.7266898155212402,3.872983346207417
django__django-15503,2.147671453007711,1.853904128074646,120.0
django__django-15525,1.758362800526793,-0.41448765993118286,30.0
django__django-15554,1.9424433289930896,1.7549282312393188,30.0
django__django-15561,1.8349767703279694,-1.148138403892517,30.0
django__django-15563,0.8367165192524542,3.0559465885162354,30.0
django__django-15569,1.4186301864739859,-3.081609010696411,3.872983346207417
django__django-15572,1.0725229007443804,-1.57353675365448,3.872983346207417
django__django-15629,2.8727581012741776,4.679354667663574,120.0
django__django-15695,0.83282525387111,4.003262996673584,30.0
django__django-15731,1.4000441112007278,-2.4603960514068604,30.0
django__django-15732,0.6790038561166277,3.4687132835388184,30.0
django__django-15741,0.8480529979018638,-2.681561231613159,3.872983346207417
django__django-15814,1.6292990817894502,-1.2907378673553467,30.0
django__django-15851,1.8839452863153883,-2.416135311126709,3.872983346207417
django__django-15863,1.8667274544673158,-1.5382542610168457,3.872983346207417
django__django-15916,0.9775476615223947,1.5687178373336792,30.0
django__django-15930,1.8528597803953983,-0.4923348128795624,3.872983346207417
django__django-15957,2.584209548511449,2.6547160148620605,120.0
django__django-15973,1.7363576964927454,3.0080981254577637,30.0
django__django-15987,0.3415125058594441,-2.036391496658325,3.872983346207417
django__django-16032,2.325599808146698,-0.2272462248802185,30.0
django__django-16082,1.91918723547327,-0.8579757809638977,30.0
django__django-16100,0.9939889680406203,-1.0287374258041382,3.872983346207417
django__django-16116,1.4763480693290785,-1.4636586904525757,3.872983346207417
django__django-16136,1.350604109308407,-1.1544287204742432,30.0
django__django-16139,1.1521921243140667,-3.287180185317993,3.872983346207417
django__django-16145,1.5555956084583844,-2.055302858352661,3.872983346207417
django__django-16255,0.8975101830701017,-4.135278224945068,3.872983346207417
django__django-16256,1.9024806019839477,3.10650634765625,30.0
django__django-16263,3.5332596537760086,4.491940975189209,120.0
django__django-16315,1.256943405889168,0.6548821926116943,30.0
django__django-16333,1.536904808412867,-2.360609769821167,3.872983346207417
django__django-16429,1.543464061841135,-2.6616158485412598,3.872983346207417
django__django-16454,0.46263690738661967,2.165476083755493,30.0
django__django-16485,1.5435928638930823,-2.5169737339019775,30.0
django__django-16493,1.8995141919577607,-1.9089117050170898,30.0
django__django-16502,3.4848886529546954,4.811487197875977,30.0
django__django-16527,1.105400643861887,-3.6149916648864746,30.0
django__django-16560,1.3145936315320061,1.3261408805847168,120.0
django__django-16569,0.9916272273689077,-4.572249412536621,3.872983346207417
django__django-16595,1.477610268465413,-2.501046895980835,3.872983346207417
django__django-16612,1.1817992181728534,-2.111715078353882,30.0
django__django-16631,3.404171845272424,4.617403507232666,120.0
django__django-16642,0.5729154057298469,-0.3007294833660126,3.872983346207417
django__django-16661,1.4352820556996133,-0.03691824525594711,30.0
django__django-16662,1.5874347378066387,-1.7576940059661865,30.0
django__django-16667,3.4552028167171818,4.629251480102539,30.0
django__django-16801,1.4232176572341342,-2.863161325454712,3.872983346207417
django__django-16819,1.7895552322993742,-1.3814079761505127,30.0
django__django-16877,0.6179510811581773,0.6403822302818298,30.0
django__django-16899,1.3063047081805756,-1.376874566078186,3.872983346207417
django__django-16901,1.588160958806391,-1.1642974615097046,30.0
django__django-16938,1.0683951246593681,1.9393033981323242,30.0
django__django-16950,1.9189520589583022,2.0592362880706787,30.0
django__django-17029,0.8952800247121816,-3.0829696655273438,3.872983346207417
django__django-17084,1.2622216469360337,0.8453465104103088,30.0
django__django-17087,2.4979132890894533,-0.8142402768135071,3.872983346207417
django__django-7530,0.5838991563739063,-3.5504794120788574,30.0
django__django-9296,1.2594843801533802,-3.218696117401123,3.872983346207417
matplotlib__matplotlib-13989,1.5329824611234972,-1.6724618673324585,3.872983346207417
matplotlib__matplotlib-14623,1.728804034034471,0.26065170764923096,30.0
matplotlib__matplotlib-20488,0.8591806509173461,1.3943806886672974,30.0
matplotlib__matplotlib-20676,0.5918813713409797,2.6745057106018066,3.872983346207417
matplotlib__matplotlib-20826,0.8992066509166512,1.4590562582015991,30.0
matplotlib__matplotlib-20859,1.2565548202041539,-1.3675696849822998,3.872983346207417
matplotlib__matplotlib-21568,2.198269572973072,3.6545259952545166,30.0
matplotlib__matplotlib-22719,1.1023361871377513,-2.7293782234191895,3.872983346207417
matplotlib__matplotlib-22865,1.4184518670781139,0.6396852135658264,30.0
matplotlib__matplotlib-22871,1.5741908144208951,0.7964463829994202,30.0
matplotlib__matplotlib-23299,0.4962527898775434,5.83786153793335,30.0
matplotlib__matplotlib-23314,1.0942097667146193,-1.2763668298721313,30.0
matplotlib__matplotlib-23412,1.2114503004800836,-1.7447991371154785,30.0
matplotlib__matplotlib-23476,0.8864848428575619,5.174961090087891,3.872983346207417
matplotlib__matplotlib-24026,0.7809194899628832,-2.0131659507751465,30.0
matplotlib__matplotlib-24149,1.2503466446394265,-1.5119131803512573,3.872983346207417
matplotlib__matplotlib-24177,2.6225062938178345,2.2654762268066406,3.872983346207417
matplotlib__matplotlib-24570,0.4936357348095918,-1.8898370265960693,3.872983346207417
matplotlib__matplotlib-24627,1.1713091591208904,-0.4378812611103058,30.0
matplotlib__matplotlib-24637,1.09351582610193,-0.5310261845588684,30.0
matplotlib__matplotlib-24870,3.3966767019347714,2.9568891525268555,30.0
matplotlib__matplotlib-24970,1.4475839640843355,-1.584781527519226,30.0
matplotlib__matplotlib-25122,1.2988655235437472,-2.424283981323242,3.872983346207417
matplotlib__matplotlib-25287,1.0669201144585279,-2.090628147125244,3.872983346207417
matplotlib__matplotlib-25311,1.4025650815794486,0.04327037185430527,3.872983346207417
matplotlib__matplotlib-25332,1.116639523413602,0.023757074028253555,3.872983346207417
matplotlib__matplotlib-25479,3.830660975901951,4.5377984046936035,3.872983346207417
matplotlib__matplotlib-25775,0.6450373491519877,0.5211270451545715,30.0
matplotlib__matplotlib-25960,1.3258095856135164,3.0044572353363037,30.0
matplotlib__matplotlib-26113,1.3158789826161474,-2.255422592163086,3.872983346207417
matplotlib__matplotlib-26208,1.9420229822227741,3.7319133281707764,3.872983346207417
matplotlib__matplotlib-26291,0.7886387162828137,0.168585404753685,30.0
matplotlib__matplotlib-26342,1.5862914487883344,-1.3868978023529053,30.0
matplotlib__matplotlib-26466,3.246559609011494,4.62850284576416,30.0
mwaskom__seaborn-3069,1.3507162938919426,1.0382822751998901,30.0
mwaskom__seaborn-3187,1.3665561251460678,3.1421713829040527,30.0
pallets__flask-5014,0.9973782679377228,-2.8818154335021973,3.872983346207417
psf__requests-1142,0.6501257345113243,-0.15664784610271454,3.872983346207417
psf__requests-1724,0.17100552746398248,-1.0823084115982056,3.872983346207417
psf__requests-1766,0.27835830043068666,-2.3359436988830566,3.872983346207417
psf__requests-1921,0.3170981429226907,0.33334997296333313,3.872983346207417
psf__requests-2317,0.21155558983267264,-0.8832255601882935,3.872983346207417
psf__requests-2931,0.5631729170667499,1.487184762954712,30.0
psf__requests-5414,1.1225442348160095,-0.05741209164261818,3.872983346207417
psf__requests-6028,1.8177578624484483,3.014451742172241,30.0
pydata__xarray-2905,0.9725449942894958,-0.5499643683433533,30.0
pydata__xarray-3095,2.324112512500166,-0.3778689205646515,30.0
pydata__xarray-3151,2.420442735230807,-1.2457993030548096,30.0
pydata__xarray-3305,1.0994030541202313,-1.2581380605697632,30.0
pydata__xarray-3677,2.3698657810962276,-1.9087270498275757,30.0
pydata__xarray-3993,1.37854326769033,0.5520247220993042,120.0
pydata__xarray-4075,2.1518208427451726,-3.0344350337982178,3.872983346207417
pydata__xarray-4094,1.3365806666116749,-0.058835990726947784,3.872983346207417
pydata__xarray-4356,1.238588770278985,-1.9607601165771484,3.872983346207417
pydata__xarray-4629,1.7665292655125737,-3.1616554260253906,3.872983346207417
pydata__xarray-4687,1.0595114282356537,1.7226128578186035,30.0
pydata__xarray-4695,1.746399971565153,0.15589269995689392,30.0
pydata__xarray-4966,1.5257878840992325,-1.595918893814087,30.0
pydata__xarray-6461,0.9185834103077687,-1.3925931453704834,3.872983346207417
pydata__xarray-6599,0.3402464926434495,2.3672399520874023,30.0
pydata__xarray-6721,0.7933887308343148,0.08217321336269379,30.0
pydata__xarray-6744,1.0516826740464662,0.010646138340234756,30.0
pydata__xarray-6938,1.4767669514262936,2.6237142086029053,30.0
pydata__xarray-6992,3.824991750918987,4.477461338043213,480.0
pydata__xarray-7229,3.106480963169588,4.583010196685791,30.0
pydata__xarray-7233,1.7217854126036112,-1.8371611833572388,30.0
pydata__xarray-7393,1.2155179512972114,-0.02503381296992302,30.0
pylint-dev__pylint-4551,3.5879131007355705,4.61458158493042,120.0
pylint-dev__pylint-4604,3.966790085059471,4.038490295410156,30.0
pylint-dev__pylint-4661,3.8419632741235477,4.363866806030273,30.0
pylint-dev__pylint-4970,0.40782366852827784,3.923349618911743,3.872983346207417
pylint-dev__pylint-6386,1.284959086631509,1.5388604402542114,30.0
pylint-dev__pylint-6528,0.8098300251860657,1.0440512895584106,30.0
pylint-dev__pylint-6903,1.7933180857223057,-3.436911106109619,3.872983346207417
pylint-dev__pylint-7080,0.45565201683563217,3.557889461517334,30.0
pylint-dev__pylint-7277,0.22720797618282518,-2.723602771759033,3.872983346207417
pylint-dev__pylint-8898,0.4939308177948065,5.142434597015381,120.0
pytest-dev__pytest-10051,1.6932005709137947,0.9632207751274109,30.0
pytest-dev__pytest-10081,1.8447057274882972,-1.0743328332901,3.872983346207417
pytest-dev__pytest-10356,3.7307121136838997,4.502923965454102,120.0
pytest-dev__pytest-5262,1.4517544391258044,-0.9960234761238098,3.872983346207417
pytest-dev__pytest-5631,1.4275165540758488,-1.3388274908065796,30.0
pytest-dev__pytest-5787,2.5454302874796633,1.4053263664245605,120.0
pytest-dev__pytest-5809,1.2039573411545879,-3.2314374446868896,3.872983346207417
pytest-dev__pytest-5840,1.9335598638337,3.5296268463134766,30.0
pytest-dev__pytest-6197,1.7127445494690285,1.5761334896087646,120.0
pytest-dev__pytest-6202,1.8908300995480336,-3.0334432125091553,3.872983346207417
pytest-dev__pytest-7205,0.2363879123435412,-2.333892345428467,3.872983346207417
pytest-dev__pytest-7236,1.2544827960453564,-0.3872482478618622,30.0
pytest-dev__pytest-7324,1.4865196987828064,0.9064229726791382,30.0
pytest-dev__pytest-7432,1.4715752210002513,-1.036404013633728,3.872983346207417
pytest-dev__pytest-7490,1.573971785662547,0.1422957479953766,30.0
pytest-dev__pytest-7521,1.4493170833676206,-0.8591856956481934,3.872983346207417
pytest-dev__pytest-7571,1.8618001172421046,-1.4466744661331177,30.0
pytest-dev__pytest-7982,1.0154812603949357,-2.8035848140716553,3.872983346207417
pytest-dev__pytest-8399,1.3583701880092556,-2.8408987522125244,30.0
scikit-learn__scikit-learn-10297,1.8430713404366392,-2.461559772491455,30.0
scikit-learn__scikit-learn-10844,1.8027557877338123,-3.434732437133789,30.0
scikit-learn__scikit-learn-10908,1.3197312146152491,-0.08316687494516373,30.0
scikit-learn__scikit-learn-11310,3.103001891747457,-1.6027445793151855,3.872983346207417
scikit-learn__scikit-learn-11578,1.0911732852915599,-3.409694194793701,30.0
scikit-learn__scikit-learn-12585,1.4973331553898632,-3.4324357509613037,3.872983346207417
scikit-learn__scikit-learn-12682,2.0109765273130864,-0.09106054157018661,30.0
scikit-learn__scikit-learn-12973,0.9160010628543728,-0.780594527721405,30.0
scikit-learn__scikit-learn-13124,0.7101068808222041,0.31559669971466064,30.0
scikit-learn__scikit-learn-13135,1.5809212126158745,-1.5131747722625732,3.872983346207417
scikit-learn__scikit-learn-13142,2.0288575691374247,-1.2470425367355347,3.872983346207417
scikit-learn__scikit-learn-13328,1.5034596344446338,-2.6995246410369873,3.872983346207417
scikit-learn__scikit-learn-13439,1.4277964313921785,-2.8010103702545166,3.872983346207417
scikit-learn__scikit-learn-13496,1.956218311226744,-1.6306281089782715,3.872983346207417
scikit-learn__scikit-learn-13779,1.2358421655692609,-2.2829251289367676,3.872983346207417
scikit-learn__scikit-learn-14053,1.768488069958778,-1.61430025100708,30.0
scikit-learn__scikit-learn-14087,1.1840118047401718,0.2863267958164215,30.0
scikit-learn__scikit-learn-14141,1.4121744112937242,-3.0562920570373535,3.872983346207417
scikit-learn__scikit-learn-14496,1.2808562777050398,-3.618129253387451,3.872983346207417
scikit-learn__scikit-learn-14629,1.1992779778229874,2.4581360816955566,30.0
scikit-learn__scikit-learn-14710,0.5783046288899436,-2.1531331539154053,30.0
scikit-learn__scikit-learn-14894,2.1119728062429814,-2.6481871604919434,30.0
scikit-learn__scikit-learn-14983,1.6434841711229105,0.5856216549873352,3.872983346207417
scikit-learn__scikit-learn-15100,1.157136524364289,-2.607870578765869,30.0
scikit-learn__scikit-learn-25102,0.4079439145344271,2.3367068767547607,120.0
scikit-learn__scikit-learn-25232,0.9714731030880984,-1.427571177482605,3.872983346207417
scikit-learn__scikit-learn-25747,0.5108307949896347,4.735716819763184,30.0
scikit-learn__scikit-learn-25931,1.2950240233818149,-1.0646202564239502,30.0
scikit-learn__scikit-learn-25973,1.8590193527673058,-0.8294712901115417,3.872983346207417
scikit-learn__scikit-learn-26194,0.6614224125640746,5.658803462982178,30.0
scikit-learn__scikit-learn-26323,1.5702979287388568,-1.552376389503479,30.0
scikit-learn__scikit-learn-9288,1.8405128230190897,-1.2441526651382446,30.0
sphinx-doc__sphinx-10323,0.9281364716152684,0.4273013174533844,3.872983346207417
sphinx-doc__sphinx-10435,1.1478073365677863,3.918980836868286,3.872983346207417
sphinx-doc__sphinx-10449,1.1982972990427283,-0.058686263859272,3.872983346207417
sphinx-doc__sphinx-10466,1.0591249939065368,-1.5824488401412964,30.0
sphinx-doc__sphinx-10614,0.8536167920620634,5.729340076446533,30.0
sphinx-doc__sphinx-10673,1.3390123830292187,-0.21051275730133057,30.0
sphinx-doc__sphinx-11445,1.4704062557209647,0.3535461723804474,30.0
sphinx-doc__sphinx-11510,3.8569239687916985,4.477991580963135,120.0
sphinx-doc__sphinx-7440,0.9191351048641491,-0.8393895626068115,3.872983346207417
sphinx-doc__sphinx-7454,1.2933324802941382,0.6282702088356018,3.872983346207417
sphinx-doc__sphinx-7462,3.5235080955102407,4.609844207763672,3.872983346207417
sphinx-doc__sphinx-7590,2.425540669987029,3.6462624073028564,480.0
sphinx-doc__sphinx-7748,3.905254858140308,4.5113420486450195,30.0
sphinx-doc__sphinx-7757,2.108624824564251,-0.09315203130245209,30.0
sphinx-doc__sphinx-7889,1.0997438522874725,-0.8163884878158569,3.872983346207417
sphinx-doc__sphinx-7910,1.1453269962141261,-0.49343857169151306,3.872983346207417
sphinx-doc__sphinx-7985,0.9459984973282858,4.915989875793457,30.0
sphinx-doc__sphinx-8035,1.5047727269291848,-0.30771803855895996,30.0
sphinx-doc__sphinx-8056,1.0325726815039535,2.382465124130249,30.0
sphinx-doc__sphinx-8120,1.2522764488078046,-0.7592756152153015,30.0
sphinx-doc__sphinx-8265,1.8710965085131819,2.162998676300049,30.0
sphinx-doc__sphinx-8269,0.9956871336727353,-0.9124805927276611,3.872983346207417
sphinx-doc__sphinx-8459,1.7846645802437084,-0.048292290419340134,3.872983346207417
sphinx-doc__sphinx-8475,0.8551771396524823,-1.3325086832046509,3.872983346207417
sphinx-doc__sphinx-8548,2.0434742148487377,2.4769322872161865,120.0
sphinx-doc__sphinx-8551,1.5640113712037187,0.7811000943183899,30.0
sphinx-doc__sphinx-8593,2.0276332873002043,0.15163953602313995,30.0
sphinx-doc__sphinx-8595,0.40879834989632385,-2.7363574504852295,3.872983346207417
sphinx-doc__sphinx-8621,1.452593775755185,0.7688691020011902,3.872983346207417
sphinx-doc__sphinx-8638,1.338162542156997,2.6332645416259766,30.0
sphinx-doc__sphinx-8721,1.27016628761508,-2.1939339637756348,3.872983346207417
sphinx-doc__sphinx-9229,1.7412254593858971,3.955261468887329,120.0
sphinx-doc__sphinx-9230,2.0184006414266857,0.7661910653114319,3.872983346207417
